,org,model,repetition,fold,fit_time_seconds,auc,popt,recall_at_0.05,recall_at_0.1,recall_at_0.2,recall_at_0.3,recall_at_0.4,recall_at_0.5,recall_at_0.6,recall_at_0.7,recall_at_0.8,recall_at_0.9,recall_at_0.99,recall_at_0.999
423,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_max,0,7,17521.847162246704,0.8363638405045158,0.9367656520192776,0.403957840395784,0.8612604861260487,0.9582705958270596,0.9690255969025596,0.9746181974618198,0.9769842976984298,0.9832221983222198,0.99225639922564,0.9956979995698,0.99935469993547,1.0,1.0
424,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_max,0,8,17843.606540203094,0.8494779639729624,0.9720879583758446,0.7055175363558597,0.990590248075278,0.9959366980325064,0.9963644140290848,0.9980752780153976,0.998502994011976,0.9993584260051326,0.9997861420017108,1.0,1.0,1.0,1.0
425,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_max,0,9,20814.74879336357,0.8465660548301948,0.9238596545272042,0.2577903682719547,0.5212464589235127,0.9313575942471126,0.9843103072564828,0.9954238396164742,0.9980387884070604,0.9997820876007844,1.0,1.0,1.0,1.0,1.0
110,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,1,11729.944273471832,0.6989585659380065,0.9484021818677556,0.9221416880991348,0.9263502454991815,0.9263502454991815,0.9283376198269816,0.9298573766658872,0.9761515080664016,0.97708674304419,0.9774374561608604,0.9842179097498248,0.9842179097498248,0.989244797755436,0.9983633387888708
111,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,10,20505.1038146019,0.7554481468515026,0.9358398924521202,0.3878721058434399,0.7466372657111356,0.9748621830209482,0.9841234840132304,0.9858875413450936,0.98787210584344,0.990297684674752,0.992723263506064,0.9947078280044102,0.9964718853362734,0.9995589856670342,0.9997794928335172
112,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,2,12602.453233242037,0.7497569895687719,0.8829376680663853,0.2126056177209408,0.400319707695821,0.8134277232244804,0.9664306919387988,0.972824845855218,0.980360812970998,0.9828728020095912,0.9867549668874172,0.9904087691253712,0.9947476592829412,0.9990865494405116,0.999771637360128
113,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,3,13153.836491584778,0.7340442394004096,0.9339699621858616,0.4168591224018476,0.7270207852193995,0.9713625866050808,0.9757505773672056,0.9775981524249424,0.9824480369515012,0.9863741339491916,0.9900692840646652,0.9967667436489608,0.9967667436489608,0.9995381062355658,0.9997690531177827
114,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,4,14213.077412366869,0.7813717706497971,0.9420735989872328,0.56239907727797,0.893194925028835,0.9594002306805076,0.9630911188004614,0.9658592848904268,0.9693194925028836,0.9755478662053056,0.982237600922722,0.98800461361015,0.994232987312572,0.9988465974625144,0.9997693194925028
115,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,5,14787.328777551653,0.7928482334290125,0.9145376058215084,0.3178151647845125,0.5729430744411155,0.9260198202350772,0.9732657294307444,0.975570407928094,0.9783360221249136,0.981562572021203,0.9868633325651072,0.9917031574095414,0.9960820465545056,0.9993085964507952,0.999769532150265
116,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,6,14893.403799533844,0.8039886864906773,0.9111614073695844,0.2361673414304993,0.4966261808367072,0.9502923976608189,0.9790823211875844,0.98268106162843,0.98582995951417,0.9887539361223572,0.9919028340080972,0.9943769680611786,0.99685110211426,0.9995501574448944,0.9997750787224472
117,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,7,15934.068938016891,0.786167738376081,0.9576242352006824,0.7236225741690832,0.9679901851438768,0.976355119339728,0.980816417577515,0.9840508587999108,0.9838277938880212,0.9838277938880212,0.9838277938880212,0.9884006245817532,0.9921927280838724,0.9979924157929958,0.9995538701762212
118,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,8,16487.988991975784,0.7970769727062126,0.911293796119077,0.2489366465189165,0.5198119543317663,0.952093127378554,0.9785090664875756,0.984105663756436,0.9876874860085068,0.9921647638235952,0.994179538840385,0.9955227221849116,0.9977613610924558,0.9995522722184912,0.9997761361092457
119,Eclipse,UNSGA3_LR_AUC_average_churn_recall_median,0,9,18970.715106725693,0.8024007685913834,0.8783374383957727,0.1624556737588652,0.3686835106382978,0.811613475177305,0.9585549645390072,0.9718528368794326,0.9753989361702128,0.9769503546099292,0.9809397163120568,0.9878102836879432,0.993572695035461,0.9993351063829788,0.9995567375886524
250,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,1,11473.90169763565,0.7743501547580305,0.8529263902324657,0.1555716353111432,0.3393632416787265,0.6418234442836469,0.874095513748191,0.9435600578871202,0.9497105643994213,0.9638205499276412,0.9743125904486252,0.9829956584659914,0.9905933429811868,0.996382054992764,1.0
251,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,10,15229.641689777374,0.8088472174213619,0.8349647473728343,0.1659695817490494,0.3874524714828897,0.5895437262357415,0.7832699619771863,0.9692015209125476,0.9783269961977188,0.9832699619771864,0.9866920152091256,0.9916349809885932,0.9954372623574144,0.9992395437262356,0.999619771863118
252,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,2,12152.19825220108,0.6710782685590859,0.845893113913367,0.1565963532356095,0.2899535216303182,0.5259206292456203,0.7851269217018234,0.9292098677154094,0.9660350375402216,0.9717554522702896,0.9771183410797284,0.9842688594923132,0.992849481587415,0.998569896317483,1.0
253,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,3,12780.023733615875,0.6633726254382205,0.9580355990385674,0.8282977155490051,0.9561532792925572,0.9767870302137068,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9812085482682388,0.9948415622697128,0.9985261606484892
254,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,4,13377.011008024216,0.700712942797044,0.9224693355121384,0.3175196850393701,0.5860236220472441,0.9700787401574804,0.983464566929134,0.9850393700787402,0.9850393700787402,0.9850393700787402,0.9850393700787402,0.9850393700787402,0.9885826771653544,0.9960629921259844,0.9992125984251968
255,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,5,14144.352289438248,0.7458682136721839,0.938779062654642,0.513214990138067,0.914792899408284,0.9666666666666668,0.9767258382642998,0.9767258382642998,0.9767258382642998,0.9767258382642998,0.9767258382642998,0.9767258382642998,0.988560157790927,0.991715976331361,0.998422090729783
256,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,6,14579.596046447754,0.7379664577998584,0.7227344748021644,0.1036229061160888,0.1869887027658745,0.3525516166731593,0.5301908843007401,0.678613167121153,0.8282041293338528,0.9372808726139462,0.9497467861316712,0.9497467861316712,0.9742890533696924,0.99649396182314,0.9992208804051422
257,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,7,14918.699845552444,0.7464267191767028,0.7587211522485386,0.1166730843280708,0.1990758567577974,0.4122063919907586,0.6253369272237197,0.7972660762418176,0.8889102810935694,0.941085868309588,0.9634193299961494,0.976703889102811,0.989410858683096,1.0,1.0
258,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,8,15065.276550531387,0.7933011011811734,0.7589943962725336,0.0934295480440562,0.2043296619825294,0.3581466008355488,0.569692366122294,0.7612988985947589,0.9115077857956704,0.9658184580326624,0.9794910748195974,0.9870869730345614,0.9929737941511584,0.9984808203570072,0.9996202050892518
259,Gerrithub,UNSGA3_LR_AUC_average_churn_recall_median,0,9,14852.36052441597,0.8113373490634073,0.8272553180213238,0.1239575435936315,0.2319939347990902,0.4979150871872631,0.8059135708870356,0.9601971190295678,0.973464746019712,0.978013646702047,0.9821834723275208,0.9863532979529946,0.9935557240333586,0.9988627748294162,1.0
416,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,1,11779.63763141632,0.7269788084337265,0.8594031583727656,0.1774479397430217,0.3130261408949933,0.6171909614532566,0.9213557820115196,0.9749667700487372,0.9793974302171023,0.983385024368631,0.9882587505538324,0.9935755427558708,0.9966770048737262,0.999113867966327,1.0
417,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,10,20695.89631295204,0.7924511977997459,0.9573006466766644,0.4827945776850886,0.8264859228362877,0.9962460896767468,0.997080291970803,0.997497393117831,0.9979144942648592,0.9983315954118874,0.9987486965589156,0.9991657977059436,0.9995828988529718,0.999791449426486,1.0
418,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,2,12296.78189921379,0.7056324490580546,0.9242173554329552,0.3164936562860438,0.5561707035755479,0.946482122260669,0.9919261822376008,0.994232987312572,0.9953863898500576,0.9956170703575548,0.9965397923875432,0.9965397923875432,0.9972318339100346,0.9995386389850056,0.9997693194925028
419,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,3,12823.131721258163,0.7480885731338943,0.9413350619233524,0.7601935038009675,0.9373416263533748,0.9410274130384704,0.9460953697304768,0.9610688781386776,0.967058281501958,0.968901174844506,0.9744298548721492,0.9836443215848882,0.9847961299239808,0.9970052983183598,1.0
420,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,4,14914.426540136335,0.7398938949103405,0.8951800928202547,0.304736956996289,0.5042567125081859,0.7919668194717311,0.9288364985810958,0.9845012006112204,0.9884304736956996,0.9908316961362148,0.9925780397293168,0.994760969220694,0.9973804846103472,0.999126828203449,0.9997817070508622
421,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,5,15787.779754400251,0.7504884493561936,0.9442267522991818,0.4306364617044229,0.8813376483279396,0.9538295577130528,0.9786407766990292,0.9792880258899676,0.9797195253505931,0.9820927723840344,0.9836030204962244,0.990722761596548,0.9946062567421792,0.9988133764832794,1.0
422,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,6,16137.510439872742,0.7870459715833495,0.9461584334141876,0.4620555073720728,0.8791196877710321,0.975065047701648,0.9774501300954032,0.9800520381613184,0.9830875975715524,0.9865568083261058,0.98959236773634,0.9932784041630528,0.9965307892454468,0.998915871639202,0.9995663486556808
423,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,7,17521.847162246704,0.8086899522288853,0.923242211910194,0.3702946870294686,0.7433856743385674,0.9525704452570444,0.9578403957840396,0.9625725962572595,0.9666594966659496,0.9746181974618198,0.9795654979565498,0.9850505485050548,0.99247149924715,0.99849429984943,0.99935469993547
424,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,8,17843.606540203094,0.7564794028788006,0.9682813134011936,0.6426432848588537,0.9899486740804108,0.9923011120615912,0.9925149700598802,0.9942258340461934,0.9946535500427716,0.9957228400342172,0.9972198460222412,0.998289136013687,0.9989307100085544,0.9991445680068436,0.9993584260051326
425,Libreoffice,UNSGA3_LR_AUC_average_churn_recall_median,0,9,20814.74879336357,0.807542560009103,0.8823057343222362,0.1778165177598605,0.3541076487252124,0.7419917193288298,0.9710176509043364,0.9886685552407932,0.991937241229026,0.9943342776203966,0.9947701024188276,0.9949880148180432,0.9965134016125518,0.999128350403138,0.9997820876007844
80,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,1,7554.390085220337,0.7084202672775467,0.9403882875899988,0.9261164367547348,0.9261164367547348,0.9261164367547348,0.9261164367547348,0.9261164367547348,0.9408463876548984,0.9679682020107552,0.9805938742108956,0.9805938742108956,0.9805938742108956,0.9953238251110592,0.999766191255553
81,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,10,11047.072082281113,0.7825825464920027,0.9397475532474768,0.3803748621830209,0.7285556780595369,0.9797133406835722,0.9883131201764056,0.9916207276736494,0.9931642778390296,0.9955898566703418,0.9977949283351708,0.9995589856670342,1.0,1.0,1.0
82,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,2,8104.904046535492,0.754683649149242,0.8876222847009227,0.2420643982644439,0.4217857958437999,0.8175382507421786,0.9751084722539392,0.9860698789678009,0.992235670244348,0.9942909340031972,0.9970312856816624,0.9990865494405116,1.0,1.0,1.0
83,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,3,8901.7830452919,0.7644428951152554,0.9230882685056394,0.4535796766743649,0.6993071593533488,0.9632794457274828,0.96905311778291,0.9734411085450346,0.9808314087759816,0.986836027713626,0.9909930715935334,0.9953810623556582,0.9997690531177827,0.9997690531177827,0.9997690531177827
84,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,4,9315.217096328735,0.8287321771003601,0.9534176272555142,0.6638985005767013,0.94878892733564,0.9695501730103806,0.9737024221453288,0.9773933102652824,0.980161476355248,0.9831603229527104,0.9916955017301038,0.9953863898500576,0.9990772779700116,1.0,1.0
85,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,5,9482.863829374312,0.833116972909552,0.9362189789577742,0.4203733579165706,0.7789813321041714,0.9529845586540676,0.9734961972804794,0.9794883613735884,0.9873242682645772,0.9946992394560958,0.9960820465545056,0.9986171929015902,0.999769532150265,1.0,1.0
86,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,6,9798.014774084091,0.8193962580772108,0.9144055835013228,0.253936122357175,0.5067476383265856,0.9595141700404858,0.9815564552406658,0.9853801169590644,0.9885290148448044,0.9930274403958614,0.9950517318938372,0.9986504723346828,0.9997750787224472,1.0,1.0
87,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,7,10029.44009566307,0.8054001665422589,0.9737549645698268,0.901405308944903,0.9739014053089448,0.9939772473789872,0.998661610528664,0.9988846754405531,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,8,10300.13750243187,0.8172086876796885,0.9382599831715948,0.369823147526304,0.7450190284307141,0.9657488247145736,0.9796283859413476,0.98835907768077,0.9959704499664204,0.9970897694201926,0.9986568166554736,0.9997761361092457,1.0,1.0,1.0
89,Eclipse,NSGA3_LR_AUC_average_churn_recall_max,0,9,10663.694915294647,0.832948093094552,0.8915132187084787,0.1914893617021276,0.4685283687943262,0.8559397163120568,0.9769503546099292,0.9884751773049646,0.9917996453900708,0.9951241134751772,0.99645390070922,0.999113475177305,0.9995567375886524,1.0,1.0
220,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,1,7311.506743192673,0.7219046662835222,0.8552399904474997,0.1624457308248914,0.327424023154848,0.6432706222865412,0.8708393632416788,0.959479015918958,0.9757597684515196,0.9786541244573084,0.9866136034732272,0.9934876989869754,0.9978292329956584,1.0,1.0
221,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,10,9730.647737264631,0.8211775550178593,0.8727541895756759,0.2665399239543726,0.435361216730038,0.6817490494296577,0.9653992395437262,0.9847908745247148,0.9904942965779469,0.9931558935361215,0.996958174904943,0.9992395437262356,1.0,1.0,1.0
222,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,2,11566.893239974976,0.6836667773798215,0.823106513858055,0.1458705756167322,0.2527708258848766,0.4819449410082231,0.7257776188773686,0.912763675366464,0.9599570968895244,0.9749731855559528,0.986771540936718,0.9924919556667858,0.9992849481587416,1.0,1.0
223,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,3,8377.872993946075,0.7024008473034598,0.9762137998730996,0.8949889462048637,0.9760501105379512,0.9963154016212232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
224,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,4,8678.273078918457,0.7964241171981162,0.9422749975344462,0.3610236220472441,0.6822834645669291,0.9917322834645668,0.9988188976377952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
225,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,5,8881.997277021408,0.8046510148247121,0.9618129885675344,0.5767258382642998,0.9810650887573964,0.998422090729783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
226,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,6,9026.0101416111,0.7676045477350952,0.7538108981941436,0.1180366186209583,0.2080249318270354,0.3677444487728866,0.5683677444487729,0.7152317880794702,0.8854694195559019,0.9813011297234124,0.991429684456564,0.991429684456564,0.9953252824308532,1.0,1.0
227,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,7,9402.736283540726,0.7539291218865212,0.8010034066993705,0.13092029264536,0.248363496341933,0.4432036965729688,0.6761648055448595,0.8968040046207162,0.960723912206392,0.9761262995764344,0.9872930304197152,0.9953792837889872,0.9996149403157488,1.0,1.0
228,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,8,9470.724195241928,0.8247408936047691,0.7809375443468238,0.1234333459931636,0.2312951006456513,0.395366502088872,0.604633497911128,0.8055450056969237,0.9627800987466768,0.9874667679453096,0.9939232814280288,0.9973414356247626,1.0,1.0,1.0
229,Gerrithub,NSGA3_LR_AUC_average_churn_recall_max,0,9,9646.447358608246,0.8576474925571849,0.8631783619502933,0.1770280515542077,0.3381349507202426,0.6429112964366944,0.9363153904473086,0.9791508718726308,0.9874905231235784,0.9924184988627748,0.9973464746019712,1.0,1.0,1.0,1.0
386,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,1,7752.269180774689,0.7561189702583145,0.8722060166022496,0.1982720425343376,0.3342933097031457,0.6938413823659725,0.949490474080638,0.982720425343376,0.988701816570669,0.9926894107221976,0.9960124058484714,0.9986708019494904,0.9997784669915818,1.0,1.0
387,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,10,11446.650613069534,0.8709258643692712,0.9520430718372164,0.4884254431699687,0.7993743482794577,0.9931178310740356,0.9968717413972888,0.9987486965589156,0.9989572471324296,0.9993743482794578,0.999791449426486,1.0,1.0,1.0,1.0
388,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,2,8519.810755491257,0.7754093652580333,0.9368780908601426,0.3531718569780853,0.6281430219146482,0.9697808535178778,0.9956170703575548,0.9986159169550172,0.9997693194925028,0.9997693194925028,0.9997693194925028,1.0,1.0,1.0,1.0
389,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,3,8899.11306810379,0.7710848624933738,0.960937445672474,0.8138677724026722,0.9615296014743148,0.9716655148583276,0.9755816632112416,0.977654918221608,0.9905551716194424,0.9905551716194424,0.9953927666436304,0.999539276664363,0.9997696383321816,0.9997696383321816,1.0
390,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,4,9368.885694026949,0.806576259047507,0.9685442501069133,0.6631739794804627,0.9076620825147348,0.9554682383759004,0.9801353416284654,0.9908316961362148,0.9938877974241432,0.9969438987120716,0.998253656406898,0.9997817070508622,1.0,1.0,1.0
391,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,5,9835.46019244194,0.8235715187403888,0.9534374431093664,0.4237324703344121,0.9346278317152104,0.9749730312837108,0.9870550161812298,0.9885652642934196,0.9900755124056096,0.9950377562028048,0.998705501618123,0.9997842502696872,1.0,1.0,1.0
392,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,6,9921.422803878784,0.827668715347625,0.9594066896971184,0.5310060711188205,0.9473113616652212,0.9865568083261058,0.9891587163920208,0.9928447528187336,0.9954466608846488,0.9967476149176062,0.9984822202948828,0.9995663486556808,1.0,1.0,1.0
393,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,7,10338.317156076431,0.8345987202730587,0.9423290080368196,0.4211658421165842,0.8552376855237686,0.9724671972467196,0.9802107980210798,0.9804258980425898,0.98429769842977,0.99225639922564,0.9935469993547,0.99698859969886,0.99935469993547,1.0,1.0
394,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,8,10697.26052761078,0.8711619906347503,0.9790444254618488,0.8517964071856288,0.9908041060735672,0.9974337040205304,0.9976475620188195,0.9989307100085544,0.9991445680068436,0.9995722840034216,0.9997861420017108,1.0,1.0,1.0,1.0
395,Libreoffice,NSGA3_LR_AUC_average_churn_recall_max,0,9,11100.91651582718,0.864426015520086,0.9111430837754588,0.2329483547613859,0.447374155589453,0.93440836783613,0.983874482458052,0.9960775768141208,0.998256700806276,0.9995641752015688,1.0,1.0,1.0,1.0,1.0
80,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,1,7554.390085220337,0.6825608231118632,0.8576894653397247,0.8455693242927286,0.8468552723871873,0.8468552723871873,0.8468552723871873,0.8468552723871873,0.867664250642974,0.8682487725040917,0.8697685293429974,0.8710544774374562,0.8710544774374562,0.982464344166472,0.9974281038110824
81,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,10,11047.072082281113,0.745010981814255,0.9298915763309696,0.3320837927232635,0.6771775082690188,0.9764057331863284,0.9812568908489526,0.9832414553472988,0.985446527012128,0.9883131201764056,0.9918412348401324,0.9938257993384784,0.9960308710033076,0.9993384785005512,0.9997794928335172
82,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,2,8104.904046535492,0.7461919315106431,0.8679669991428945,0.2112354418817081,0.3507650148435716,0.7440054807033569,0.966659054578671,0.9721397579356016,0.976935373372916,0.9865266042475452,0.988353505366522,0.992235670244348,0.9938342087234528,0.9986298241607672,0.999771637360128
83,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,3,8901.7830452919,0.7385204693014946,0.9088125428694128,0.3960739030023095,0.6341801385681294,0.9242494226327944,0.9464203233256352,0.9515011547344112,0.959122401847575,0.9681293302540416,0.9759815242494226,0.9838337182448036,0.989376443418014,0.9983833718244804,0.9995381062355658
84,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,4,9315.217096328735,0.7956990114703405,0.9391011939568872,0.5429065743944637,0.9095732410611304,0.9588235294117646,0.962168396770473,0.964475201845444,0.9686274509803922,0.9750865051903114,0.9820069204152247,0.9875432525951556,0.993771626297578,0.9988465974625144,0.9997693194925028
85,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,5,9482.863829374312,0.8034310377338725,0.9218638967720948,0.3740493201198432,0.6678958285319198,0.9297073058308366,0.9691173081355152,0.9723438580318046,0.976492279327034,0.9797188292233232,0.9859414611661672,0.9926250288084812,0.9967734501037104,0.99953906430053,0.999769532150265
86,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,6,9798.014774084091,0.8005607253417288,0.9037859772941818,0.2276203328834908,0.4664867296446244,0.9316239316239316,0.9784075573549258,0.9815564552406658,0.9842555105713,0.9869545659019344,0.9903283850652272,0.99370220422852,0.9975258659469186,0.9995501574448944,1.0
87,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,7,10029.44009566307,0.7699332479055878,0.9631656863883036,0.8513272362257417,0.971447691278162,0.977693508811064,0.9823778719607406,0.9855007807271916,0.9855007807271916,0.9855007807271916,0.9855007807271916,0.9884006245817532,0.9908543386125362,0.9984385456167744,0.9997769350881106
88,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,8,10300.13750243187,0.7926728751166482,0.9135821911619836,0.2677412133422879,0.5726438325498098,0.950078352361764,0.9762704275800314,0.9785090664875756,0.9836579359749272,0.989926124916051,0.9938437430042536,0.9950749944034027,0.9975374972017014,0.9993284083277368,0.9997761361092457
89,Eclipse,NSGA3_LR_AUC_average_churn_recall_median,0,9,10663.694915294647,0.7983945399786263,0.8805263156455219,0.1748670212765957,0.393395390070922,0.8151595744680851,0.9565602836879432,0.9703014184397164,0.973404255319149,0.975177304964539,0.979831560283688,0.987145390070922,0.992686170212766,0.999113475177305,0.9995567375886524
220,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,1,7311.506743192673,0.7042148193797215,0.8378176782832756,0.1497829232995658,0.2670043415340087,0.5797756874095514,0.8455137481910275,0.936685962373372,0.9460926193921853,0.9591172214182344,0.9688856729377714,0.979015918958032,0.9886034732272068,0.9985528219971056,0.9996382054992764
221,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,10,9730.647737264631,0.7928494066136651,0.8449736703003368,0.1711026615969581,0.3851711026615969,0.5870722433460076,0.7992395437262357,0.9657794676806084,0.976425855513308,0.9828897338403042,0.9866920152091256,0.990874524714829,0.994296577946768,0.9992395437262356,0.999619771863118
222,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,2,11566.893239974976,0.6603080646423789,0.8105957190682882,0.1247765462996067,0.2348945298534143,0.4544154451197711,0.6925277082588488,0.8866642831605291,0.9499463711119056,0.9642474079370754,0.9692527708258848,0.9771183410797284,0.9896317483017518,0.9978548444762244,1.0
223,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,3,8377.872993946075,0.6484299602556711,0.9601269553045936,0.8341930729550479,0.9591009579955784,0.9801031687546058,0.9808400884303612,0.9808400884303612,0.9808400884303612,0.9808400884303612,0.9808400884303612,0.9808400884303612,0.9812085482682388,0.994473102431835,0.9981577008106116
224,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,4,8678.273078918457,0.7343120008935053,0.9311519295493365,0.3259842519685039,0.6145669291338582,0.984251968503937,0.988976377952756,0.9917322834645668,0.9917322834645668,0.9917322834645668,0.9917322834645668,0.9917322834645668,0.9937007874015747,0.9984251968503935,0.9996062992125984
225,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,5,8881.997277021408,0.7750802134176824,0.9436284134198888,0.5207100591715976,0.926232741617357,0.9743589743589745,0.9794871794871794,0.9794871794871794,0.9794871794871794,0.9794871794871794,0.9794871794871794,0.9794871794871794,0.9913214990138068,0.9944773175542406,0.9988165680473372
226,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,6,9026.0101416111,0.7331270035040353,0.7257911995790287,0.1012855473315153,0.1889365017530191,0.3568367744448772,0.5294117647058824,0.679002726918582,0.831320607713284,0.9450720685625243,0.9571484222828204,0.9571484222828204,0.9727308141799766,0.99649396182314,0.9992208804051422
227,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,7,9402.736283540726,0.7445708149803869,0.769763463990549,0.1209087408548325,0.2002310358105506,0.4170196380438968,0.6357335386984982,0.8244127839815172,0.9068155564112438,0.9468617635733538,0.960723912206392,0.9780515979976896,0.986137851366962,1.0,1.0
228,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,8,9470.724195241928,0.8058626217948504,0.7660641688605044,0.0995062666160273,0.2164830991264717,0.3630839346752753,0.5662742119255602,0.7523737181921762,0.9346752753513105,0.980630459551842,0.9867071781238133,0.9908849221420432,0.9950626661602736,0.9992404101785036,0.9996202050892518
229,Gerrithub,NSGA3_LR_AUC_average_churn_recall_median,0,9,9646.447358608246,0.8305759860574344,0.8326959967201918,0.1300227445034116,0.2505686125852919,0.5633055344958302,0.83131159969674,0.9101592115238816,0.978013646702047,0.9859742228961336,0.9878695981804396,0.9905231235784684,0.99393479909022,0.9992418498862776,1.0
386,Libreoffice,NSGA3_LR_AUC_average_churn_recall_median,0,1,7752.269180774689,0.7096001153378203,0.8423098061451579,0.1342490031014621,0.257864421798848,0.5660168365086398,0.8779353123615419,0.9696499778466992,0.977403633141338,0.9798404962339388,0.9858218874612316,0.9898094816127604,0.9951262738147983,0.9995569339831636,0.9997784669915818
387,Libreoffice,NSGA3_LR_AUC_average_churn_recall_median,0,10,11446.650613069534,0.8188273811421104,0.9462470714227228,0.4291970802919708,0.7499478623566215,0.9885297184567258,0.9906152241918664,0.9922836287799792,0.9931178310740356,0.994786235662148,0.9960375391032326,0.997080291970803,0.9985401459854014,0.9993743482794578,0.999791449426486
388,Libreoffice,NSGA3_LR_AUC_average_churn_recall_median,0,2,8519.810755491257,0.6771312470180607,0.9243312353430012,0.3102652825836217,0.5690888119953864,0.9490196078431372,0.9886966551326412,0.9926182237600922,0.993771626297578,0.994232987312572,0.9949250288350634,0.9949250288350634,0.9965397923875432,0.9993079584775086,0.9997693194925028
